ArrestYear ,County ,Agency,AgeGroup ,Gender ,RaceCode ,NCICCODE ,NumberOfArrests
2012,Fremont,Florence PD,18 to 20,Male,White,MJPossession,4
2012,Fremont,Florence PD,21 or older,Male,White,MJUnknown,1
2012,Fremont,Fremont County SO,Under 18,Male,White,MJPossession,1
2012,Garfield,Garfield County SO,21 or older,Male,African American,MJPossession,2
2012,Garfield,Garfield County SO,21 or older,Male,White,MJPossession,4
2012,Garfield,Garfield County SO,18 to 20,Male,White,MJUnknown,1
2012,Garfield,Glenwood Springs PD,21 or older,Male,African American,MJPossession,2
2012,Garfield,Glenwood Springs PD,Under 18,Female,Hispianic,MJPossession,1
2012,Garfield,Glenwood Springs PD,Under 18,Male,Hispianic,MJUnknown,2
2012,Garfield,Glenwood Springs PD,Under 18,Male,White,MJUnknown,4
2012,Garfield,Parachute PD,21 or older,Male,White,MJPossession,5
2012,Gilpin,Black Hawk PD,21 or older,Male,African American,MJPossession,5
2012,Gilpin,Black Hawk PD,21 or older,Male,Hispianic,MJPossession,4
2012,Gilpin,Black Hawk PD,21 or older,Male,White,MJPossession,41
2012,Gilpin,Gilpin County SO,Under 18,Female,White,MJPossession,1
2012,Gilpin,Gilpin County SO,21 or older,Male,White,MJProduction,2
2012,Gilpin,Gilpin County SO,21 or older,Male,White,MJSmuggle,1
2012,Grand,Granby PD,18 to 20,Female,White,MJPossession,1
2012,Grand,Granby PD,18 to 20,Male,White,MJPossession,4
2012,Grand,Granby PD,Under 18,Male,White,MJPossession,1
2012,Gunnison,Gunison PD,21 or older,Female,White,MJPossession,1
2012,Gunnison,PD CRESTED BUTTE,21 or older,Male,White,MJPossession,2
2012,Huerfano,Walsenburg PD,18 to 20,Male,Hispianic,MJPossession,1
2012,Jefferson,Arvada PD,18 to 20,Male,African American,MJPossession,3
2012,Jefferson,Arvada PD,Under 18,Female,Native American,MJPossession,1
2012,Jefferson,Arvada PD,Under 18,Male,African American,MJPossession,5
2012,Jefferson,Arvada PD,Under 18,Male,Hispianic,MJPossession,14
2012,Jefferson,Arvada PD,Under 18,Male,White,MJPossession,62
2012,Jefferson,Arvada PD,21 or older,Male,African American,MJUnknown,2
2012,Jefferson,Arvada PD,21 or older,Male,White,MJUnknown,12
2012,Jefferson,Arvada PD,Under 18,Male,Asian,MJUnknown,1
2012,Fremont,Canon City PD,21 or older,Male,White,MJUnknown,1
2012,Fremont,Fremont County SO,18 to 20,Male,White,MJPossession,1
2012,Fremont,Fremont County SO,21 or older,Male,White,MJUnknown,2
2012,Garfield,Garfield County SO,21 or older,Female,White,MJPossession,2
2012,Garfield,Garfield County SO,21 or older,Male,Hispianic,MJPossession,1
2012,Garfield,Garfield County SO,Under 18,Male,Hispianic,MJPossession,3
2012,Garfield,Glenwood Springs PD,21 or older,Female,White,MJPossession,10
2012,Garfield,Glenwood Springs PD,21 or older,Male,Hispianic,MJPossession,10
2012,Garfield,Glenwood Springs PD,21 or older,Male,White,MJPossession,51
2012,Garfield,Glenwood Springs PD,Under 18,Male,Hispianic,MJPossession,13
2012,Garfield,Glenwood Springs PD,21 or older,Male,Hispianic,MJSales,1
2012,Garfield,Glenwood Springs PD,18 to 20,Female,White,MJUnknown,1
2012,Garfield,Parachute PD,21 or older,Female,White,MJPossession,1
2012,Gilpin,Black Hawk PD,18 to 20,Female,White,MJPossession,1
2012,Gilpin,Gilpin County SO,21 or older,Female,White,MJPossession,4
2012,Gilpin,Gilpin County SO,21 or older,Male,White,MJPossession,16
2012,Gilpin,Gilpin County SO,Under 18,Male,African American,MJPossession,1
2012,Gilpin,Gilpin County SO,Under 18,Male,White,MJPossession,3
2012,Gunnison,Mt Crested Butte PD,21 or older,Male,White,MJPossession,3
2012,Huerfano,Huerfano County SO,21 or older,Male,Hispianic,MJPossession,1
2012,Jefferson,Arvada PD,18 to 20,Female,Hispianic,MJPossession,2
2012,Jefferson,Arvada PD,18 to 20,Female,White,MJPossession,19
2012,Jefferson,Arvada PD,18 to 20,Male,Hispianic,MJPossession,14
2012,Jefferson,Arvada PD,18 to 20,Male,White,MJPossession,62
2012,Jefferson,Arvada PD,Under 18,Female,White,MJPossession,32
2012,Jefferson,Arvada PD,18 to 20,Male,White,MJSales,1
2012,Jefferson,Arvada PD,21 or older,Female,White,MJUnknown,2
2012,Jefferson,Arvada PD,21 or older,Male,Hispianic,MJUnknown,1
2012,Jefferson,Arvada PD,Under 18,Male,Hispianic,MJUnknown,16
2012,Jefferson,DPS - COLORADO SCHOOL OF MINES - GOLDEN,21 or older,Male,White,MJPossession,2
2012,Jefferson,Golden PD,21 or older,Female,Hispianic,MJPossession,3
2012,Jefferson,Golden PD,21 or older,Female,White,MJPossession,6
2012,Jefferson,Golden PD,Under 18,Male,Hispianic,MJPossession,5
2012,Jefferson,Jefferson County SO,21 or older,Female,African American,MJPossession,1
2012,Jefferson,Jefferson County SO,21 or older,Female,Hispianic,MJPossession,3
2012,Jefferson,Jefferson County SO,21 or older,Male,African American,MJPossession,1
2012,Jefferson,Jefferson County SO,21 or older,Male,Asian,MJPossession,1
2012,Jefferson,Jefferson County SO,21 or older,Male,White,MJPossession,104
2012,Jefferson,Jefferson County SO,21 or older,Male,Hispianic,MJSales,1
2012,Jefferson,Jefferson County SO,18 to 20,Male,White,MJUnknown,2
2012,Jefferson,Lakewood PD,18 to 20,Male,African American,MJPossession,3
2012,Jefferson,Lakewood PD,18 to 20,Male,White,MJPossession,37
2012,Jefferson,Lakewood PD,21 or older,Female,Native American,MJPossession,1
2012,Jefferson,Lakewood PD,Under 18,Female,Hispianic,MJPossession,3
2012,Jefferson,Lakewood PD,Under 18,Female,White,MJPossession,27
2012,Jefferson,Lakewood PD,21 or older,Male,Hispianic,MJProduction,2
2012,Jefferson,Lakewood PD,21 or older,Male,African American,MJUnknown,1
2012,Jefferson,Lakewood PD,21 or older,Male,Asian,MJUnknown,3
2012,Jefferson,Lakewood PD,21 or older,Male,White,MJUnknown,9
2012,Jefferson,Morrison PD,21 or older,Male,Hispianic,MJPossession,1
2012,Jefferson,Mountain View PD,21 or older,Male,White,MJPossession,1
2012,Jefferson,Red Rocks PD,21 or older,Male,White,MJPossession,6
2012,Jefferson,Wheat Ridge PD,18 to 20,Male,African American,MJPossession,1
2012,Jefferson,Wheat Ridge PD,18 to 20,Male,Hispianic,MJPossession,1
2012,Jefferson,Wheat Ridge PD,18 to 20,Male,White,MJPossession,13
2012,Jefferson,Wheat Ridge PD,Under 18,Female,White,MJPossession,18
2012,Kit Carson,Kit Carson County SO,Under 18,Male,White,MJPossession,1
2012,La Plata,Durango PD,21 or older,Male,Native American,MJPossession,1
2012,La Plata,Durango PD,Under 18,Female,White,MJPossession,1
2012,La Plata,Durango PD,Under 18,Male,White,MJPossession,7
2012,La Plata,Fort Lewis College PD,18 to 20,Male,Native American,MJPossession,3
2012,Lake,Leadville PD,Under 18,Male,Hispianic,MJPossession,2
2012,Lake,Leadville PD,21 or older,Male,White,MJSales,1
2012,Larimer,Berthoud PD,21 or older,Female,White,MJUnknown,1
2012,Larimer,Berthoud PD,Under 18,Male,African American,MJUnknown,1
2017,Adams,Commerce City PD,21 or older,Male,White,MJPossession,1
2017,Adams,Commerce City PD,Under 18,Female,White,MJPossession,3
2017,Adams,Commerce City PD,21 or older,Male,Hispianic,MJProduction,1
2017,Adams,Federal Heights PD,18 to 20,Female,White,MJPossession,2
2017,Adams,Federal Heights PD,18 to 20,Male,Asian,MJPossession,1
2017,Adams,Federal Heights PD,Under 18,Male,Hispianic,MJPossession,6
2017,Adams,Northglenn PD,18 to 20,Male,African American,MJPossession,1
2017,Adams,Northglenn PD,18 to 20,Male,Asian,MJPossession,2
2017,Adams,Northglenn PD,18 to 20,Male,Hispianic,MJPossession,2
2017,Adams,Northglenn PD,18 to 20,Male,White,MJPossession,10
2017,Adams,Northglenn PD,Under 18,Female,Unknown,MJPossession,1
2017,Adams,Northglenn PD,Under 18,Male,Hispianic,MJPossession,7
2017,Adams,Thornton PD,21 or older,Male,African American,MJPossession,1
2017,Adams,Thornton PD,21 or older,Male,White,MJPossession,12
2017,Adams,Thornton PD,Under 18,Female,African American,MJPossession,2
2017,Adams,Thornton PD,Under 18,Female,Hispianic,MJPossession,16
2017,Adams,Thornton PD,Under 18,Male,Asian,MJPossession,1
2017,Adams,Thornton PD,21 or older,Male,Hispianic,MJProduction,3
2017,Adams,Thornton PD,Under 18,Male,Hispianic,MJSales,1
2016,Larimer,Fort Collins PD,18 to 20,Male,White,MJPossession,38
2016,Larimer,Fort Collins PD,21 or older,Female,Hispianic,MJPossession,2
2016,Larimer,Fort Collins PD,21 or older,Male,Native American,MJPossession,2
2016,Larimer,Fort Collins PD,Under 18,Female,Unknown,MJPossession,1
2016,Larimer,Fort Collins PD,Under 18,Male,Hispianic,MJPossession,14
2016,Larimer,Fort Collins PD,21 or older,Female,White,MJSales,5
2016,Larimer,Fort Collins PD,18 to 20,Female,Hispianic,MJUnknown,2
2016,Larimer,Fort Collins PD,21 or older,Male,White,MJUnknown,15
2016,Larimer,Larimer County SO,18 to 20,Male,White,MJPossession,8
2016,Larimer,Larimer County SO,Under 18,Male,White,MJPossession,2
2016,Larimer,Larimer County SO,21 or older,Male,Hispianic,MJUnknown,4
2016,Larimer,Larimer County SO,21 or older,Male,White,MJUnknown,13
2016,Larimer,Larimer County SO,Under 18,Female,White,MJUnknown,1
2016,Larimer,Loveland PD,18 to 20,Female,Hispianic,MJPossession,2
2016,Larimer,Loveland PD,18 to 20,Female,White,MJPossession,5
2016,Larimer,Loveland PD,18 to 20,Male,Asian,MJPossession,1
2016,Larimer,Loveland PD,21 or older,Male,White,MJPossession,12
2016,Larimer,Loveland PD,18 to 20,Male,African American,MJUnknown,1
2016,Larimer,Loveland PD,18 to 20,Male,White,MJUnknown,4
2016,Larimer,Loveland PD,21 or older,Female,White,MJUnknown,1
2016,Larimer,Tinmath PD,18 to 20,Female,Hispianic,MJPossession,1
2016,Larimer,Tinmath PD,18 to 20,Female,White,MJPossession,1
2016,Larimer,Tinmath PD,Under 18,Male,White,MJPossession,3
2016,Logan,Sterling PD,18 to 20,Female,White,MJPossession,3
2016,Logan,Sterling PD,Under 18,Male,Hispianic,MJPossession,1
2016,Mesa,Fruita PD,Under 18,Male,Hispianic,MJUnknown,1
2016,Mesa,Fruita PD,Under 18,Male,White,MJUnknown,2
2016,Mesa,Grand Junction PD,21 or older,Male,African American,MJPossession,1
2016,Mesa,Grand Junction PD,21 or older,Male,Hispianic,MJPossession,2
2016,Mesa,Grand Junction PD,21 or older,Male,White,MJPossession,15
2016,Mesa,Grand Junction PD,Under 18,Female,Hispianic,MJPossession,3
2016,Mesa,Grand Junction PD,Under 18,Female,Native Hawaiian / Pacific Ilandar,MJPossession,1
2016,Mesa,Grand Junction PD,21 or older,Female,White,MJProduction,1
2016,Mesa,Grand Junction PD,21 or older,Male,Hispianic,MJProduction,1
2016,Mesa,Grand Junction PD,21 or older,Male,White,MJProduction,3
2016,Mesa,Grand Junction PD,Under 18,Male,Hispianic,MJSales,1
2016,Mesa,Grand Junction PD,18 to 20,Male,African American,MJUnknown,1
2016,Mesa,Grand Junction PD,18 to 20,Male,Hispianic,MJUnknown,3
2016,Mesa,Grand Junction PD,18 to 20,Male,White,MJUnknown,9
2016,Mesa,Grand Junction PD,21 or older,Female,White,MJUnknown,2
2016,Mesa,Mesa County SO,18 to 20,Female,White,MJPossession,2
2016,Mesa,Mesa County SO,Under 18,Male,Hispianic,MJPossession,1
2016,Mesa,Mesa County SO,Under 18,Male,White,MJPossession,4
2016,Mesa,Mesa County SO,Under 18,Male,White,MJSales,1
2016,Mesa,Palisade PD,18 to 20,Male,Hispianic,MJPossession,1
2016,Moffat,PD CRAIG,18 to 20,Female,White,MJPossession,3
2016,Montezuma,Montezuma County SO,18 to 20,Male,Hispianic,MJPossession,2
2016,Montezuma,Montezuma County SO,18 to 20,Male,White,MJPossession,2
2016,Montrose,MONTROSE COUNTY SHERIFF,21 or older,Male,White,MJPossession,2
2016,Montrose,MONTROSE COUNTY SHERIFF,Under 18,Female,White,MJPossession,2
2016,Montrose,Montrose PD,18 to 20,Female,White,MJPossession,1
2016,Montrose,Montrose PD,Under 18,Female,Unknown,MJPossession,1
2016,Montrose,Montrose PD,Under 18,Female,White,MJPossession,2
2016,Montrose,Montrose PD,Under 18,Male,Hispianic,MJPossession,3
2016,Montrose,Montrose PD,Under 18,Male,White,MJPossession,8
2016,Morgan,Brush PD,18 to 20,Male,White,MJPossession,1
2016,Morgan,Fort Morgan PD,Under 18,Female,Hispianic,MJPossession,1
2016,Otero,La Junta PD,18 to 20,Male,White,MJPossession,1
2016,Park,Park County SO,21 or older,Male,White,MJProduction,2
2016,Pitkin,Pitkin County SO,18 to 20,Female,White,MJPossession,1
2016,Pitkin,Pitkin County SO,Under 18,Female,White,MJPossession,1
2016,Pitkin,Pitkin County SO,Under 18,Male,Hispianic,MJPossession,1
2016,Prowers,Prowers County SO,18 to 20,Female,Hispianic,MJPossession,1
2016,Prowers,Prowers County SO,21 or older,Male,Hispianic,MJProduction,1
2016,Prowers,Prowers County SO,21 or older,Male,White,MJSmuggle,1
2016,Pueblo,Pueblo County SO,18 to 20,Male,Hispianic,MJPossession,2
2016,Pueblo,Pueblo County SO,21 or older,Male,Unknown,MJPossession,1
2016,Pueblo,Pueblo County SO,Under 18,Male,White,MJPossession,4
2016,Pueblo,Pueblo County SO,21 or older,Male,White,MJUnknown,1
2016,Rio Grande,Del Norte PD,21 or older,Female,White,MJPossession,1
2016,Rio Grande,Monte Vista PD,Under 18,Male,White,MJPossession,2
2016,Routt,Steamboat Springs PD,18 to 20,Male,Hispianic,MJPossession,1
2016,Routt,Steamboat Springs PD,Under 18,Male,White,MJPossession,18
2016,Summit,Breckenridge PD,21 or older,Male,White,MJUnknown,3
2017,Arapahoe,Aurora PD,Under 18,Male,Unknown,MJPossession,1
2017,Arapahoe,Aurora PD,Under 18,Male,White,MJPossession,28
2017,Arapahoe,Aurora PD,18 to 20,Male,White,MJProduction,1
2017,Arapahoe,Centennial PD,18 to 20,Male,African American,MJPossession,2
2012,Jefferson,Lakeside PD,18 to 20,Male,Hispianic,MJPossession,1
2012,Jefferson,Lakeside PD,18 to 20,Male,White,MJPossession,1
2012,Jefferson,Lakeside PD,21 or older,Female,White,MJPossession,1
2012,Jefferson,Lakewood PD,21 or older,Female,White,MJPossession,23
2012,Jefferson,Lakewood PD,21 or older,Male,Asian,MJPossession,3
2012,Jefferson,Lakewood PD,Under 18,Male,Asian,MJPossession,1
2012,Jefferson,Lakewood PD,Under 18,Male,Native American,MJPossession,3
2012,Jefferson,Lakewood PD,21 or older,Female,Hispianic,MJProduction,1
2012,Jefferson,Lakewood PD,Under 18,Male,Hispianic,MJUnknown,3
2012,Jefferson,Wheat Ridge PD,Under 18,Male,African American,MJPossession,1
2012,Jefferson,Wheat Ridge PD,Under 18,Male,Hispianic,MJPossession,9
2012,Jefferson,Wheat Ridge PD,Under 18,Male,White,MJPossession,21
2012,Kiowa,Kiowa County SO,18 to 20,Male,White,MJPossession,1
2012,Kit Carson,Burlington PD,18 to 20,Male,Hispianic,MJPossession,2
2012,Kit Carson,Burlington PD,Under 18,Male,Hispianic,MJPossession,1
2012,Kit Carson,Kit Carson County SO,18 to 20,Male,White,MJPossession,4
2012,La Plata,Durango PD,18 to 20,Female,White,MJPossession,1
2012,La Plata,Fort Lewis College PD,18 to 20,Male,African American,MJPossession,1
2012,La Plata,Fort Lewis College PD,18 to 20,Male,Hispianic,MJPossession,1
2012,La Plata,Fort Lewis College PD,18 to 20,Male,White,MJPossession,24
2012,Lake,Lake County SO,21 or older,Male,White,MJPossession,5
2012,Lake,Leadville PD,21 or older,Male,White,MJPossession,7
2012,Larimer,Berthoud PD,21 or older,Male,White,MJPossession,1
2012,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Male,African American,MJUnknown,3
2012,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Male,Hispianic,MJUnknown,3
2012,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Male,White,MJUnknown,44
2012,Larimer,Estes Park PD,18 to 20,Female,White,MJPossession,1
2012,Larimer,Estes Park PD,21 or older,Male,White,MJPossession,8
2012,Larimer,Estes Park PD,Under 18,Male,White,MJPossession,2
2012,Larimer,Fort Collins PD,18 to 20,Female,White,MJPossession,8
2012,Larimer,Fort Collins PD,Under 18,Male,African American,MJPossession,3
2012,Larimer,Fort Collins PD,Under 18,Male,White,MJPossession,40
2012,Larimer,Fort Collins PD,18 to 20,Male,White,MJUnknown,7
2012,Larimer,Fort Collins PD,21 or older,Female,African American,MJUnknown,1
2012,Larimer,Fort Collins PD,21 or older,Female,White,MJUnknown,5
2012,Larimer,Fort Collins PD,21 or older,Male,Hispianic,MJUnknown,3
2012,Larimer,Larimer County SO,18 to 20,Male,African American,MJUnknown,1
2012,Larimer,Larimer County SO,18 to 20,Male,White,MJUnknown,23
2012,Larimer,Larimer County SO,21 or older,Female,Hispianic,MJUnknown,4
2012,Larimer,Larimer County SO,21 or older,Female,White,MJUnknown,21
2012,Larimer,Larimer County SO,21 or older,Male,Asian,MJUnknown,1
2012,Larimer,Loveland PD,21 or older,Female,White,MJPossession,18
2012,Larimer,Loveland PD,21 or older,Male,African American,MJPossession,1
2012,Larimer,Loveland PD,21 or older,Male,Hispianic,MJPossession,15
2012,Larimer,Loveland PD,Under 18,Female,Hispianic,MJPossession,4
2012,Larimer,Loveland PD,Under 18,Female,White,MJPossession,19
2012,Larimer,Loveland PD,21 or older,Male,White,MJSales,1
2012,Larimer,Loveland PD,Under 18,Male,White,MJSales,2
2012,Larimer,Loveland PD,Under 18,Male,White,MJUnknown,2
2012,Logan,Logan County SO,21 or older,Female,White,MJPossession,4
2012,Logan,Logan County SO,21 or older,Male,White,MJSales,1
2012,Logan,Sterling PD,21 or older,Male,White,MJPossession,1
2012,Mesa,Fruita PD,18 to 20,Male,White,MJPossession,1
2012,Mesa,Fruita PD,21 or older,Female,White,MJPossession,2
2012,Mesa,Fruita PD,18 to 20,Male,White,MJProduction,1
2012,Mesa,Fruita PD,18 to 20,Female,White,MJUnknown,1
2012,Mesa,Fruita PD,21 or older,Male,White,MJUnknown,1
2012,Mesa,Grand Junction PD,21 or older,Female,African American,MJPossession,2
2012,Mesa,Grand Junction PD,21 or older,Female,White,MJPossession,49
2012,Larimer,Fort Collins PD,21 or older,Male,African American,MJPossession,2
2012,Larimer,Fort Collins PD,21 or older,Male,Hispianic,MJPossession,6
2012,Larimer,Fort Collins PD,21 or older,Male,White,MJPossession,76
2012,Larimer,Fort Collins PD,18 to 20,Male,Hispianic,MJUnknown,1
2012,Larimer,Fort Collins PD,Under 18,Female,White,MJUnknown,2
2012,Larimer,Fort Collins PD,Under 18,Male,White,MJUnknown,3
2012,Larimer,Larimer County SO,18 to 20,Male,Hispianic,MJUnknown,7
2012,Larimer,Larimer County SO,Under 18,Male,White,MJUnknown,10
2012,Larimer,Loveland PD,18 to 20,Female,Hispianic,MJPossession,4
2012,Larimer,Loveland PD,18 to 20,Female,White,MJPossession,19
2012,Larimer,Loveland PD,18 to 20,Male,African American,MJPossession,5
2012,Larimer,Loveland PD,18 to 20,Male,Hispianic,MJPossession,11
2012,Larimer,Loveland PD,18 to 20,Male,White,MJPossession,51
2012,Larimer,Loveland PD,Under 18,Male,Asian,MJPossession,2
2012,Larimer,Loveland PD,Under 18,Male,Native American,MJPossession,1
2012,Larimer,Loveland PD,18 to 20,Male,White,MJSales,2
2012,Larimer,Loveland PD,Under 18,Male,Hispianic,MJUnknown,3
2012,Logan,Logan County SO,18 to 20,Male,Hispianic,MJPossession,2
2012,Logan,Logan County SO,18 to 20,Male,White,MJPossession,8
2012,Logan,Sterling PD,18 to 20,Male,White,MJPossession,1
2012,Logan,Sterling PD,21 or older,Female,White,MJUnknown,1
2012,Mesa,Fruita PD,Under 18,Male,White,MJPossession,6
2012,Mesa,Grand Junction PD,18 to 20,Female,African American,MJPossession,2
2012,Mesa,Grand Junction PD,18 to 20,Male,African American,MJPossession,8
2012,Mesa,Grand Junction PD,18 to 20,Male,Hispianic,MJPossession,12
2012,Mesa,Grand Junction PD,18 to 20,Male,White,MJPossession,84
2012,Mesa,Grand Junction PD,21 or older,Female,Native American,MJPossession,1
2012,Mesa,Grand Junction PD,Under 18,Female,Hispianic,MJPossession,4
2012,Mesa,Grand Junction PD,21 or older,Male,White,MJProduction,1
2012,Mesa,Grand Junction PD,21 or older,Female,White,MJSales,2
2012,Mesa,Grand Junction PD,21 or older,Female,White,MJUnknown,2
2012,Mesa,Grand Junction PD,21 or older,Male,Hispianic,MJUnknown,1
2012,Mesa,Grand Junction PD,21 or older,Male,White,MJUnknown,4
2012,Mesa,Mesa County SO,21 or older,Female,African American,MJPossession,1
2012,Mesa,Mesa County SO,21 or older,Female,White,MJPossession,15
2012,Mesa,Mesa County SO,21 or older,Male,Asian,MJPossession,1
2012,Mesa,Mesa County SO,Under 18,Male,Hispianic,MJPossession,8
2012,Mesa,Mesa County SO,Under 18,Male,White,MJPossession,13
2012,Moffat,Moffat County SO,Under 18,Male,White,MJUnknown,1
2012,Moffat,PD CRAIG,18 to 20,Female,White,MJPossession,4
2012,Moffat,PD CRAIG,18 to 20,Male,White,MJPossession,10
2012,Moffat,PD CRAIG,21 or older,Female,Native American,MJPossession,4
