FIPS,County,Month,Year,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code,ID
8003,Alamosa,7,2016,,,NR,NL,72016Alamosa
8001,Adams,7,2016,407856,4154813,,,72016Adams
8125,Yuma,6,2016,,,NL,NL,62016Yuma
8123,Weld,6,2016,301573,2024804,,,62016Weld
8121,Washington,6,2016,,,NL,NL,62016Washington
8119,Teller,6,2016,,,NR,NL,62016Teller
8117,Summit,6,2016,153626,1253529,,,62016Summit
8115,Sedgwick,6,2016,,,NR,NR,62016Sedgwick
8113,San Miguel,6,2016,43855,329083,,,62016San Miguel
8111,San Juan,6,2016,,,NL,NR,62016San Juan
8109,Saguache,6,2016,,,NL,NR,62016Saguache
8107,Routt,6,2016,140614,649366,,,62016Routt
8105,Rio Grande,6,2016,,,NL,NL,62016Rio Grande
8103,Rio Blanco,6,2016,,,NL,NL,62016Rio Blanco
8101,Pueblo,6,2016,1386239,2365115,,,62016Pueblo
8099,Prowers,6,2016,,,NL,NL,62016Prowers
8097,Pitkin,6,2016,94197,673427,,,62016Pitkin
8095,Phillips,6,2016,,,NL,NL,62016Phillips
8093,Park,6,2016,,299449,NR,,62016Park
8091,Ouray,6,2016,,,NR,NR,62016Ouray
8089,Otero,6,2016,,,NL,NL,62016Otero
8087,Morgan,6,2016,,549251,NR,,62016Morgan
8085,Montrose,6,2016,,,NR,NL,62016Montrose
8083,Montezuma,6,2016,96553,914168,,,62016Montezuma
8081,Moffat,6,2016,,,NR,NL,62016Moffat
8079,Mineral,6,2016,,,NL,NL,62016Mineral
8077,Mesa,6,2016,,,NR,NR,62016Mesa
8075,Logan,6,2016,,,NL,NL,62016Logan
8073,Lincoln,6,2016,,,NL,NL,62016Lincoln
8071,Las Animas,6,2016,,1622815,NR,,62016Las Animas
8069,Larimer,6,2016,1222737,3648840,,,62016Larimer
8065,Lake,6,2016,,206574,NL,,62016Lake
8067,La Plata,6,2016,441148,1939519,,,62016La Plata
8063,Kit Carson,6,2016,,,NL,NL,62016Kit Carson
8061,Kiowa,6,2016,,,NL,NL,62016Kiowa
8059,Jefferson,6,2016,1538630,3753947,,,62016Jefferson
8057,Jackson,6,2016,,,NL,NL,62016Jackson
8055,Huerfano,6,2016,,,NL,NR,62016Huerfano
8053,Hinsdale,6,2016,,,NL,NL,62016Hinsdale
8051,Gunnison,6,2016,,479935,NR,,62016Gunnison
8049,Grand,6,2016,,261059,NR,,62016Grand
8047,Gilpin,6,2016,,243952,NR,,62016Gilpin
8045,Garfield,6,2016,426581,1333408,,,62016Garfield
8043,Fremont,6,2016,212028,,,NL,62016Fremont
8039,Elbert,6,2016,,,NL,NL,62016Elbert
8041,El Paso,6,2016,8443101,,,NR,62016El Paso
8037,Eagle,6,2016,211161,842569,,,62016Eagle
8035,Douglas,6,2016,,,NL,NL,62016Douglas
8033,Dolores,6,2016,,,NL,NL,62016Dolores
8031,Denver,6,2016,18632737,21841675,,,62016Denver
8029,Delta,6,2016,,,NL,NL,62016Delta
8027,Custer,6,2016,,,NL,NL,62016Custer
8025,Crowley,6,2016,,,NL,NL,62016Crowley
8023,Costilla,6,2016,,265269,NR,,62016Costilla
8021,Conejos,6,2016,,332403,NL,,62016Conejos
8019,Clear Creek,6,2016,68418,553669,,,62016Clear Creek
8017,Cheyenne,6,2016,,,NL,NL,62016Cheyenne
8015,Chaffee,6,2016,,455848,NR,,62016Chaffee
8014,Broomfield,6,2016,,,NL,NL,62016Broomfield
8013,Boulder,6,2016,2271053,5541278,,,62016Boulder
8011,Bent,6,2016,,,NL,NL,62016Bent
8009,Baca,6,2016,,,NL,NL,62016Baca
8007,Archuleta,6,2016,,,NR,NR,62016Archuleta
8005,Arapahoe,6,2016,1485581,7565406,,,62016Arapahoe
8003,Alamosa,6,2016,,,NR,NL,62016Alamosa
8001,Adams,6,2016,379841,3434567,,,62016Adams
8125,Yuma,5,2016,,,NL,NL,52016Yuma
8123,Weld,5,2016,360773,2043048,,,52016Weld
8121,Washington,5,2016,,,NL,NL,52016Washington
8119,Teller,5,2016,,,NR,NL,52016Teller
8117,Summit,5,2016,161710,991298,,,52016Summit
8115,Sedgwick,5,2016,,,NR,NR,52016Sedgwick
8113,San Miguel,5,2016,37042,157740,,,52016San Miguel
8111,San Juan,5,2016,,,NL,NR,52016San Juan
8109,Saguache,5,2016,,,NL,NR,52016Saguache
8107,Routt,5,2016,,514632,NR,,52016Routt
8105,Rio Grande,5,2016,,,NL,NL,52016Rio Grande
8103,Rio Blanco,5,2016,,,NL,NL,52016Rio Blanco
8101,Pueblo,5,2016,1262557,2184317,,,52016Pueblo
8099,Prowers,5,2016,,,NL,NL,52016Prowers
8097,Pitkin,5,2016,80601,392581,,,52016Pitkin
8095,Phillips,5,2016,,,NL,NL,52016Phillips
8093,Park,5,2016,,237775,NR,,52016Park
8091,Ouray,5,2016,,325887,NR,,52016Ouray
8089,Otero,5,2016,,,NL,NL,52016Otero
8087,Morgan,5,2016,,543167,NR,,52016Morgan
8085,Montrose,5,2016,,,NR,NL,52016Montrose
8083,Montezuma,5,2016,100642,842550,,,52016Montezuma
8081,Moffat,5,2016,,,NR,NL,52016Moffat
8079,Mineral,5,2016,,,NL,NL,52016Mineral
8077,Mesa,5,2016,,,NR,NR,52016Mesa
8075,Logan,5,2016,,,NL,NL,52016Logan
8073,Lincoln,5,2016,,,NL,NL,52016Lincoln
8071,Las Animas,5,2016,,1456567,NR,,52016Las Animas
8069,Larimer,5,2016,1292029,3465166,,,52016Larimer
8065,Lake,5,2016,,147684,NL,,52016Lake
8067,La Plata,5,2016,400259,1740113,,,52016La Plata
8063,Kit Carson,5,2016,,,NL,NL,52016Kit Carson
8061,Kiowa,5,2016,,,NL,NL,52016Kiowa
8059,Jefferson,5,2016,1679965,3572041,,,52016Jefferson
8057,Jackson,5,2016,,,NL,NL,52016Jackson
8055,Huerfano,5,2016,,,NL,NR,52016Huerfano
8053,Hinsdale,5,2016,,,NL,NL,52016Hinsdale
8051,Gunnison,5,2016,,344705,NR,,52016Gunnison
8049,Grand,5,2016,,189787,NR,,52016Grand
8047,Gilpin,5,2016,,225826,NR,,52016Gilpin
8045,Garfield,5,2016,526740,1210134,,,52016Garfield
8043,Fremont,5,2016,207499,,,NL,52016Fremont
8039,Elbert,5,2016,,,NL,NL,52016Elbert
8041,El Paso,5,2016,8343490,,,NR,52016El Paso
8037,Eagle,5,2016,194685,650881,,,52016Eagle
8035,Douglas,5,2016,,,NL,NL,52016Douglas
8033,Dolores,5,2016,,,NL,NL,52016Dolores
8031,Denver,5,2016,17833330,21615189,,,52016Denver
8029,Delta,5,2016,,,NL,NL,52016Delta
8027,Custer,5,2016,,,NL,NL,52016Custer
8025,Crowley,5,2016,,,NL,NL,52016Crowley
8023,Costilla,5,2016,,223862,NR,,52016Costilla
8021,Conejos,5,2016,,257716,NL,,52016Conejos
8019,Clear Creek,5,2016,83258,452848,,,52016Clear Creek
8017,Cheyenne,5,2016,,,NL,NL,52016Cheyenne
8015,Chaffee,5,2016,,333276,NR,,52016Chaffee
8014,Broomfield,5,2016,,,NL,NL,52016Broomfield
8013,Boulder,5,2016,2436555,5315292,,,52016Boulder
8011,Bent,5,2016,,,NL,NL,52016Bent
8009,Baca,5,2016,,,NL,NL,52016Baca
8007,Archuleta,5,2016,,,NR,NR,52016Archuleta
8005,Arapahoe,5,2016,1511924,7426175,,,52016Arapahoe
8003,Alamosa,5,2016,,,NR,NL,52016Alamosa
8001,Adams,5,2016,391906,3360096,,,52016Adams
8125,Yuma,4,2016,,,NL,NL,42016Yuma
8123,Weld,4,2016,425780,2029498,,,42016Weld
8121,Washington,4,2016,,,NL,NL,42016Washington
8119,Teller,4,2016,,,NR,NL,42016Teller
8117,Summit,4,2016,201583,1391044,,,42016Summit
8115,Sedgwick,4,2016,,,NR,NR,42016Sedgwick
8113,San Miguel,4,2016,44771,138111,,,42016San Miguel
8111,San Juan,4,2016,,,NL,NR,42016San Juan
8109,Saguache,4,2016,,,NL,NR,42016Saguache
8107,Routt,4,2016,188783,550366,,,42016Routt
8105,Rio Grande,4,2016,,,NL,NL,42016Rio Grande
8103,Rio Blanco,4,2016,,,NL,NL,42016Rio Blanco
8101,Pueblo,4,2016,1248985,2069169,,,42016Pueblo
8099,Prowers,4,2016,,,NL,NL,42016Prowers
8097,Pitkin,4,2016,88482,501414,,,42016Pitkin
8095,Phillips,4,2016,,,NL,NL,42016Phillips
8093,Park,4,2016,,199423,NR,,42016Park
8091,Ouray,4,2016,,,NR,NR,42016Ouray
8089,Otero,4,2016,,,NL,NL,42016Otero
8087,Morgan,4,2016,,,NR,NR,42016Morgan
8085,Montrose,4,2016,,,NR,NL,42016Montrose
8083,Montezuma,4,2016,114171,727306,,,42016Montezuma
8081,Moffat,4,2016,,,NR,NL,42016Moffat
8079,Mineral,4,2016,,,NL,NL,42016Mineral
8077,Mesa,4,2016,,,NR,NR,42016Mesa
8075,Logan,4,2016,,,NL,NL,42016Logan
8073,Lincoln,4,2016,,,NL,NL,42016Lincoln
8071,Las Animas,4,2016,,1258520,NR,,42016Las Animas
8069,Larimer,4,2016,1388304,3233416,,,42016Larimer
8065,Lake,4,2016,,,NL,NR,42016Lake
8067,La Plata,4,2016,410448,1598561,,,42016La Plata
8063,Kit Carson,4,2016,,,NL,NL,42016Kit Carson
8061,Kiowa,4,2016,,,NL,NL,42016Kiowa
8059,Jefferson,4,2016,1727954,3572554,,,42016Jefferson
8057,Jackson,4,2016,,,NL,NL,42016Jackson
8055,Huerfano,4,2016,,,NL,NR,42016Huerfano
8053,Hinsdale,4,2016,,,NL,NL,42016Hinsdale
8051,Gunnison,4,2016,,325678,NR,,42016Gunnison
8049,Grand,4,2016,,233601,NR,,42016Grand
8047,Gilpin,4,2016,,190800,NR,,42016Gilpin
8045,Garfield,4,2016,468925,1153014,,,42016Garfield
8043,Fremont,4,2016,217581,,,NL,42016Fremont
8039,Elbert,4,2016,,,NL,NL,42016Elbert
8041,El Paso,4,2016,8357949,,,NR,42016El Paso
8037,Eagle,4,2016,231691,820436,,,42016Eagle
8035,Douglas,4,2016,,,NL,NL,42016Douglas
8033,Dolores,4,2016,,,NL,NL,42016Dolores
8031,Denver,4,2016,17690729,22606396,,,42016Denver
8029,Delta,4,2016,,,NL,NL,42016Delta
8027,Custer,4,2016,,,NL,NL,42016Custer
8025,Crowley,4,2016,,,NL,NL,42016Crowley
8023,Costilla,4,2016,,184198,NR,,42016Costilla
8021,Conejos,4,2016,,221411,NL,,42016Conejos
8019,Clear Creek,4,2016,80570,423714,,,42016Clear Creek
8017,Cheyenne,4,2016,,,NL,NL,42016Cheyenne
8015,Chaffee,4,2016,,300638,NR,,42016Chaffee
8014,Broomfield,4,2016,,,NL,NL,42016Broomfield
8013,Boulder,4,2016,2706731,5082136,,,42016Boulder
8011,Bent,4,2016,,,NL,NL,42016Bent
8009,Baca,4,2016,,,NL,NL,42016Baca
8007,Archuleta,4,2016,,,NR,NR,42016Archuleta
8005,Arapahoe,4,2016,1682301,7531661,,,42016Arapahoe
8003,Alamosa,4,2016,,,NR,NL,42016Alamosa
8001,Adams,4,2016,387146,3187313,,,42016Adams
8125,Yuma,3,2016,,,NL,NL,32016Yuma
8123,Weld,3,2016,,2034731,NR,,32016Weld
8121,Washington,3,2016,,,NL,NL,32016Washington
8119,Teller,3,2016,,,NR,NL,32016Teller
8117,Summit,3,2016,,2395692,NR,,32016Summit
8115,Sedgwick,3,2016,,,NR,NR,32016Sedgwick
8113,San Miguel,3,2016,,,NR,NR,32016San Miguel
8111,San Juan,3,2016,,,NL,NR,32016San Juan
8109,Saguache,3,2016,,,NL,NR,32016Saguache
8107,Routt,3,2016,220567,759132,,,32016Routt
8105,Rio Grande,3,2016,,,NL,NL,32016Rio Grande
8103,Rio Blanco,3,2016,,,NL,NL,32016Rio Blanco
8101,Pueblo,3,2016,1240646,2074591,,,32016Pueblo
8099,Prowers,3,2016,,,NL,NL,32016Prowers
8097,Pitkin,3,2016,103033,1082334,,,32016Pitkin
8095,Phillips,3,2016,,,NL,NL,32016Phillips
8093,Park,3,2016,,229022,NR,,32016Park
8091,Ouray,3,2016,,,NR,NR,32016Ouray
8089,Otero,3,2016,,,NL,NL,32016Otero
8087,Morgan,3,2016,,,NR,NR,32016Morgan
8085,Montrose,3,2016,,,NR,NL,32016Montrose
8083,Montezuma,3,2016,102939,728890,,,32016Montezuma
8081,Moffat,3,2016,,,NR,NL,32016Moffat
8079,Mineral,3,2016,,,NL,NL,32016Mineral
8077,Mesa,3,2016,,,NR,NR,32016Mesa
8075,Logan,3,2016,,,NL,NL,32016Logan
8073,Lincoln,3,2016,,,NL,NL,32016Lincoln
8071,Las Animas,3,2016,,1284687,NR,,32016Las Animas
8069,Larimer,3,2016,1401215,3197373,,,32016Larimer
8065,Lake,3,2016,,,NL,NR,32016Lake
8067,La Plata,3,2016,404686,1679875,,,32016La Plata
8063,Kit Carson,3,2016,,,NL,NL,32016Kit Carson
8061,Kiowa,3,2016,,,NL,NL,32016Kiowa
8059,Jefferson,3,2016,1715396,3327498,,,32016Jefferson
8057,Jackson,3,2016,,,NL,NL,32016Jackson
8055,Huerfano,3,2016,,,NL,NR,32016Huerfano
8053,Hinsdale,3,2016,,,NL,NL,32016Hinsdale
8051,Gunnison,3,2016,,490823,NR,,32016Gunnison
8049,Grand,3,2016,,360353,NR,,32016Grand
8047,Gilpin,3,2016,,188204,NR,,32016Gilpin
8045,Garfield,3,2016,425553,1095523,,,32016Garfield
8043,Fremont,3,2016,207942,,,NL,32016Fremont
8039,Elbert,3,2016,,,NL,NL,32016Elbert
8041,El Paso,3,2016,8537583,,,NR,32016El Paso
8037,Eagle,3,2016,264913,1283537,,,32016Eagle
8035,Douglas,3,2016,,,NL,NL,32016Douglas
8033,Dolores,3,2016,,,NL,NL,32016Dolores
8031,Denver,3,2016,17353519,21459311,,,32016Denver
8029,Delta,3,2016,,,NL,NL,32016Delta
8027,Custer,3,2016,,,NL,NL,32016Custer
8025,Crowley,3,2016,,,NL,NL,32016Crowley
8023,Costilla,3,2016,,195952,NR,,32016Costilla
8021,Conejos,3,2016,,211950,NL,,32016Conejos
8019,Clear Creek,3,2016,87829,561094,,,32016Clear Creek
8017,Cheyenne,3,2016,,,NL,NL,32016Cheyenne
8015,Chaffee,3,2016,,350973,NR,,32016Chaffee
8014,Broomfield,3,2016,,,NL,NL,32016Broomfield
8013,Boulder,3,2016,2718254,5138199,,,32016Boulder
8011,Bent,3,2016,,,NL,NL,32016Bent
8009,Baca,3,2016,,,NL,NL,32016Baca
8007,Archuleta,3,2016,,,NR,NR,32016Archuleta
8005,Arapahoe,3,2016,1601551,7112616,,,32016Arapahoe
8003,Alamosa,3,2016,,,NR,NL,32016Alamosa
8001,Adams,3,2016,347344,2909379,,,32016Adams
8125,Yuma,2,2016,,,NL,NL,22016Yuma
8123,Weld,2,2016,395983,1866786,,,22016Weld
8121,Washington,2,2016,,,NL,NL,22016Washington
8119,Teller,2,2016,,,NR,NL,22016Teller
8117,Summit,2,2016,212147,2116576,,,22016Summit
8115,Sedgwick,2,2016,,,NR,NR,22016Sedgwick
8113,San Miguel,2,2016,46544,339892,,,22016San Miguel
8111,San Juan,2,2016,,,NL,NR,22016San Juan
8109,Saguache,2,2016,,,NL,NR,22016Saguache
8107,Routt,2,2016,193928,772020,,,22016Routt
8105,Rio Grande,2,2016,,,NL,NL,22016Rio Grande
8103,Rio Blanco,2,2016,,,NL,NL,22016Rio Blanco
8101,Pueblo,2,2016,980275,1686427,,,22016Pueblo
8099,Prowers,2,2016,,,NL,NL,22016Prowers
8097,Pitkin,2,2016,95627,964350,,,22016Pitkin
8095,Phillips,2,2016,,,NL,NL,22016Phillips
8093,Park,2,2016,,176302,NR,,22016Park
8091,Ouray,2,2016,,,NR,NR,22016Ouray
8089,Otero,2,2016,,,NL,NL,22016Otero
8087,Morgan,2,2016,,,NR,NR,22016Morgan
8085,Montrose,2,2016,,,NR,NL,22016Montrose
8083,Montezuma,2,2016,102860,600808,,,22016Montezuma
8081,Moffat,2,2016,,,NR,NL,22016Moffat
8079,Mineral,2,2016,,,NL,NL,22016Mineral
8077,Mesa,2,2016,,,NR,NR,22016Mesa
8075,Logan,2,2016,,,NL,NL,22016Logan
8073,Lincoln,2,2016,,,NL,NL,22016Lincoln
8071,Las Animas,2,2016,,1012648,NR,,22016Las Animas
8069,Larimer,2,2016,1341468,2878307,,,22016Larimer
8065,Lake,2,2016,,,NL,NR,22016Lake
8067,La Plata,2,2016,360382,1484507,,,22016La Plata
8063,Kit Carson,2,2016,,,NL,NL,22016Kit Carson
8061,Kiowa,2,2016,,,NL,NL,22016Kiowa
8059,Jefferson,2,2016,1589401,2970642,,,22016Jefferson
8057,Jackson,2,2016,,,NL,NL,22016Jackson
8055,Huerfano,2,2016,,,NL,NR,22016Huerfano
8053,Hinsdale,2,2016,,,NL,NL,22016Hinsdale
8051,Gunnison,2,2016,,413264,NR,,22016Gunnison
8049,Grand,2,2016,,279018,NR,,22016Grand
8047,Gilpin,2,2016,,172887,NR,,22016Gilpin
8045,Garfield,2,2016,386348,860185,,,22016Garfield
8043,Fremont,2,2016,,,NR,NL,22016Fremont
8039,Elbert,2,2016,,,NL,NL,22016Elbert
8041,El Paso,2,2016,7548713,,,NR,22016El Paso
8037,Eagle,2,2016,234659,1176777,,,22016Eagle
8035,Douglas,2,2016,,,NL,NL,22016Douglas
8033,Dolores,2,2016,,,NL,NL,22016Dolores
8031,Denver,2,2016,15302180,19129746,,,22016Denver
8029,Delta,2,2016,,,NL,NL,22016Delta
8027,Custer,2,2016,,,NL,NL,22016Custer
8025,Crowley,2,2016,,,NL,NL,22016Crowley
8023,Costilla,2,2016,,153417,NR,,22016Costilla
8021,Conejos,2,2016,,163449,NL,,22016Conejos
8019,Clear Creek,2,2016,89373,535811,,,22016Clear Creek
8017,Cheyenne,2,2016,,,NL,NL,22016Cheyenne
8015,Chaffee,2,2016,,281840,NR,,22016Chaffee
8014,Broomfield,2,2016,,,NL,NL,22016Broomfield
8013,Boulder,2,2016,2517617,4477304,,,22016Boulder
8011,Bent,2,2016,,,NL,NL,22016Bent
8009,Baca,2,2016,,,NL,NL,22016Baca
8007,Archuleta,2,2016,,,NR,NR,22016Archuleta
8005,Arapahoe,2,2016,1502406,6229934,,,22016Arapahoe
8003,Alamosa,2,2016,,,NR,NL,22016Alamosa
8001,Adams,2,2016,331503,2597102,,,22016Adams
8125,Yuma,1,2016,,,NL,NL,12016Yuma
8123,Weld,1,2016,356636,1793538,,,12016Weld
8121,Washington,1,2016,,,NL,NL,12016Washington
8119,Teller,1,2016,,,NR,NL,12016Teller
8117,Summit,1,2016,228510,2338782,,,12016Summit
8115,Sedgwick,1,2016,,,NR,NR,12016Sedgwick
8113,San Miguel,1,2016,,385569,NR,,12016San Miguel
8111,San Juan,1,2016,,,NL,NR,12016San Juan
8109,Saguache,1,2016,,,NL,NR,12016Saguache
8107,Routt,1,2016,203373,792416,,,12016Routt
8105,Rio Grande,1,2016,,,NL,NL,12016Rio Grande
8103,Rio Blanco,1,2016,,,NL,NL,12016Rio Blanco
8101,Pueblo,1,2016,822153,1466234,,,12016Pueblo
8099,Prowers,1,2016,,,NL,NL,12016Prowers
8097,Pitkin,1,2016,93239,1008558,,,12016Pitkin
8095,Phillips,1,2016,,,NL,NL,12016Phillips
8093,Park,1,2016,,187006,NR,,12016Park
8091,Ouray,1,2016,,,NR,NR,12016Ouray
8089,Otero,1,2016,,,NL,NL,12016Otero
8087,Morgan,1,2016,,,NR,NR,12016Morgan
8085,Montrose,1,2016,,,NR,NL,12016Montrose
8083,Montezuma,1,2016,79330,532773,,,12016Montezuma
8081,Moffat,1,2016,,,NR,NL,12016Moffat
8079,Mineral,1,2016,,,NL,NL,12016Mineral
8077,Mesa,1,2016,,,NR,NR,12016Mesa
8075,Logan,1,2016,,,NL,NL,12016Logan
8073,Lincoln,1,2016,,,NL,NL,12016Lincoln
8071,Las Animas,1,2016,,922872,NR,,12016Las Animas
8069,Larimer,1,2016,1310553,2708125,,,12016Larimer
8065,Lake,1,2016,,,NL,NR,12016Lake
8067,La Plata,1,2016,364582,1396817,,,12016La Plata
8063,Kit Carson,1,2016,,,NL,NL,12016Kit Carson
8061,Kiowa,1,2016,,,NL,NL,12016Kiowa
8059,Jefferson,1,2016,1624527,3020022,,,12016Jefferson
8057,Jackson,1,2016,,,NL,NL,12016Jackson
8055,Huerfano,1,2016,,,NL,NR,12016Huerfano
8053,Hinsdale,1,2016,,,NL,NL,12016Hinsdale
8051,Gunnison,1,2016,,400086,NR,,12016Gunnison
8049,Grand,1,2016,,287813,NR,,12016Grand
8047,Gilpin,1,2016,,136475,NR,,12016Gilpin
8045,Garfield,1,2016,342951,821090,,,12016Garfield
8043,Fremont,1,2016,160049,,,NL,12016Fremont
8039,Elbert,1,2016,,,NL,NL,12016Elbert
8041,El Paso,1,2016,7124874,,,NR,12016El Paso
8037,Eagle,1,2016,258266,1214652,,,12016Eagle
8035,Douglas,1,2016,,,NL,NL,12016Douglas
8033,Dolores,1,2016,,,NL,NL,12016Dolores
8031,Denver,1,2016,14692917,18969263,,,12016Denver
8029,Delta,1,2016,,,NL,NL,12016Delta
8027,Custer,1,2016,,,NL,NL,12016Custer
8025,Crowley,1,2016,,,NL,NL,12016Crowley
8023,Costilla,1,2016,,,NR,NR,12016Costilla
8021,Conejos,1,2016,,,NL,NR,12016Conejos
8019,Clear Creek,1,2016,103212,550192,,,12016Clear Creek
8017,Cheyenne,1,2016,,,NL,NL,12016Cheyenne
8015,Chaffee,1,2016,,268240,NR,,12016Chaffee
8014,Broomfield,1,2016,,,NL,NL,12016Broomfield
8013,Boulder,1,2016,2565967,4499880,,,12016Boulder
8011,Bent,1,2016,,,NL,NL,12016Bent
8009,Baca,1,2016,,,NL,NL,12016Baca
8007,Archuleta,1,2016,,,NR,NR,12016Archuleta
8005,Arapahoe,1,2016,1547734,5949573,,,12016Arapahoe
8003,Alamosa,1,2016,,,NR,NL,12016Alamosa
8001,Adams,1,2016,363668,2544485,,,12016Adams
8125,Yuma,12,2015,,,NL,NL,122015Yuma
8123,Weld,12,2015,384896,1849039,,,122015Weld
8121,Washington,12,2015,,,NL,NL,122015Washington
8119,Teller,12,2015,,,NR,NL,122015Teller
8117,Summit,12,2015,234110,1750307,,,122015Summit
8115,Sedgwick,12,2015,,,NR,NR,122015Sedgwick
8113,San Miguel,12,2015,45244,275068,,,122015San Miguel
8111,San Juan,12,2015,,,NL,NR,122015San Juan
8109,Saguache,12,2015,,,NL,NR,122015Saguache
8107,Routt,12,2015,203563,655561,,,122015Routt
8105,Rio Grande,12,2015,,,NL,NL,122015Rio Grande
8103,Rio Blanco,12,2015,,,NL,NL,122015Rio Blanco
8101,Pueblo,12,2015,1251262,1530280,,,122015Pueblo
8099,Prowers,12,2015,,,NL,NL,122015Prowers
8097,Pitkin,12,2015,83107,895847,,,122015Pitkin
8095,Phillips,12,2015,,,NL,NL,122015Phillips
8093,Park,12,2015,,188927,NR,,122015Park
8091,Ouray,12,2015,,,NR,NR,122015Ouray
8089,Otero,12,2015,,,NL,NL,122015Otero
8087,Morgan,12,2015,,,NR,NR,122015Morgan
8085,Montrose,12,2015,,,NR,NL,122015Montrose
8083,Montezuma,12,2015,89934,559469,,,122015Montezuma
8081,Moffat,12,2015,,,NR,NL,122015Moffat
8079,Mineral,12,2015,,,NL,NL,122015Mineral
8077,Mesa,12,2015,,,NR,NR,122015Mesa
8075,Logan,12,2015,,,NL,NL,122015Logan
8073,Lincoln,12,2015,,,NL,NL,122015Lincoln
8071,Las Animas,12,2015,,921083,NR,,122015Las Animas
8069,Larimer,12,2015,1374506,2818206,,,122015Larimer
8065,Lake,12,2015,,,NL,NR,122015Lake
8067,La Plata,12,2015,370071,1460381,,,122015La Plata
8063,Kit Carson,12,2015,,,NL,NL,122015Kit Carson
8061,Kiowa,12,2015,,,NL,NL,122015Kiowa
8059,Jefferson,12,2015,1745285,3153194,,,122015Jefferson
8057,Jackson,12,2015,,,NL,NL,122015Jackson
8055,Huerfano,12,2015,,,NL,NR,122015Huerfano
8053,Hinsdale,12,2015,,,NL,NL,122015Hinsdale
8051,Gunnison,12,2015,,365817,NR,,122015Gunnison
8049,Grand,12,2015,,274910,NR,,122015Grand
8047,Gilpin,12,2015,,145319,NR,,122015Gilpin
8045,Garfield,12,2015,318985,801776,,,122015Garfield
8043,Fremont,12,2015,160693,,,NL,122015Fremont
8039,Elbert,12,2015,,,NL,NL,122015Elbert
8041,El Paso,12,2015,7639235,,,NR,122015El Paso
8037,Eagle,12,2015,273264,948426,,,122015Eagle
8035,Douglas,12,2015,,,NL,NL,122015Douglas
8033,Dolores,12,2015,,,NL,NL,122015Dolores
8031,Denver,12,2015,16255498,19339032,,,122015Denver
8029,Delta,12,2015,,,NL,NL,122015Delta
8027,Custer,12,2015,,,NL,NL,122015Custer
8025,Crowley,12,2015,,,NL,NL,122015Crowley
8023,Costilla,12,2015,,,NR,NR,122015Costilla
8021,Conejos,12,2015,,,NL,NR,122015Conejos
8019,Clear Creek,12,2015,81631,492005,,,122015Clear Creek
8017,Cheyenne,12,2015,,,NL,NL,122015Cheyenne
8015,Chaffee,12,2015,,,NR,NR,122015Chaffee
8014,Broomfield,12,2015,,,NL,NL,122015Broomfield
8013,Boulder,12,2015,2807281,4621551,,,122015Boulder
8011,Bent,12,2015,,,NL,NL,122015Bent
8009,Baca,12,2015,,,NL,NL,122015Baca
8007,Archuleta,12,2015,,,NR,NR,122015Archuleta
8005,Arapahoe,12,2015,1606205,6055214,,,122015Arapahoe
8003,Alamosa,12,2015,,,NR,NL,122015Alamosa
8001,Adams,12,2015,441833,2706310,,,122015Adams
8125,Yuma,11,2015,,,NL,NL,112015Yuma
8123,Weld,11,2015,361925,1688077,,,112015Weld
8121,Washington,11,2015,,,NL,NL,112015Washington
8119,Teller,11,2015,,,NR,NL,112015Teller
8117,Summit,11,2015,214387,1022796,,,112015Summit
8115,Sedgwick,11,2015,,,NR,NR,112015Sedgwick
8113,San Miguel,11,2015,39568,121095,,,112015San Miguel
8111,San Juan,11,2015,,,NL,NR,112015San Juan
8109,Saguache,11,2015,,,NL,NR,112015Saguache
8107,Routt,11,2015,182755,437492,,,112015Routt
8105,Rio Grande,11,2015,,,NL,NL,112015Rio Grande
8103,Rio Blanco,11,2015,,,NL,NL,112015Rio Blanco
8101,Pueblo,11,2015,776637,1447179,,,112015Pueblo
8099,Prowers,11,2015,,,NL,NL,112015Prowers
8097,Pitkin,11,2015,78898,348178,,,112015Pitkin
8095,Phillips,11,2015,,,NL,NL,112015Phillips
8093,Park,11,2015,,168909,NR,,112015Park
8091,Ouray,11,2015,,,NR,NR,112015Ouray
8089,Otero,11,2015,,,NL,NL,112015Otero
8087,Morgan,11,2015,,,NR,NR,112015Morgan
8085,Montrose,11,2015,,,NR,NL,112015Montrose
8083,Montezuma,11,2015,93505,528833,,,112015Montezuma
8081,Moffat,11,2015,,,NR,NL,112015Moffat
8079,Mineral,11,2015,,,NL,NL,112015Mineral
8077,Mesa,11,2015,,,NR,NR,112015Mesa
8075,Logan,11,2015,,,NL,NL,112015Logan
8073,Lincoln,11,2015,,,NL,NL,112015Lincoln
8071,Las Animas,11,2015,,850923,NR,,112015Las Animas
8069,Larimer,11,2015,1263937,2561270,,,112015Larimer
8065,Lake,11,2015,,,NL,NR,112015Lake
8067,La Plata,11,2015,332966,1192549,,,112015La Plata
8063,Kit Carson,11,2015,,,NL,NL,112015Kit Carson
8061,Kiowa,11,2015,,,NL,NL,112015Kiowa
8059,Jefferson,11,2015,1654954,2816172,,,112015Jefferson
8057,Jackson,11,2015,,,NL,NL,112015Jackson
