FIPS,County,Month,Year,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code,ID
8125,Yuma,12,2019,,,NL,NL,122019Yuma
8123,Weld,12,2019,314840,2448689,,,122019Weld
8121,Washington,12,2019,,,NL,NL,122019Washington
8119,Teller,12,2019,,,NL,NL,122019Teller
8117,Summit,12,2019,,2476854,NR,,122019Summit
,Sum of NR Counties,12,2019,27314662,116437714,,,122019Sum of NR Counties
8115,Sedgwick,12,2019,,,NR,NR,122019Sedgwick
8113,San Miguel,12,2019,,444533,NR,,122019San Miguel
8111,San Juan,12,2019,,13232,NL,,122019San Juan
8109,Saguache,12,2019,,246391,NL,,122019Saguache
8107,Routt,12,2019,153737,1112789,,,122019Routt
8105,Rio Grande,12,2019,,,NL,NL,122019Rio Grande
8103,Rio Blanco,12,2019,,,NL,NL,122019Rio Blanco
8101,Pueblo,12,2019,754498,6312066,,,122019Pueblo
8099,Prowers,12,2019,,,NL,NL,122019Prowers
8097,Pitkin,12,2019,,1305423,NR,,122019Pitkin
8095,Phillips,12,2019,,,NL,NL,122019Phillips
8093,Park,12,2019,,405939,NR,,122019Park
8091,Ouray,12,2019,,730178,NL,,122019Ouray
8089,Otero,12,2019,,,NR,NR,122019Otero
8087,Morgan,12,2019,,1452645,NR,,122019Morgan
8085,Montrose,12,2019,,,NR,NR,122019Montrose
8083,Montezuma,12,2019,,1793908,NR,,122019Montezuma
8081,Moffat,12,2019,,853209,NR,,122019Moffat
8079,Mineral,12,2019,,,NL,NL,122019Mineral
8077,Mesa,12,2019,,1896560,NR,,122019Mesa
8075,Logan,12,2019,,,NL,NL,122019Logan
8073,Lincoln,12,2019,,,NL,NL,122019Lincoln
8071,Las Animas,12,2019,27183,4024747,,,122019Las Animas
8069,Larimer,12,2019,805873,8164102,,,122019Larimer
8065,Lake,12,2019,,241905,NL,,122019Lake
8067,La Plata,12,2019,,2490195,NR,,122019La Plata
8063,Kit Carson,12,2019,,,NL,NL,122019Kit Carson
8061,Kiowa,12,2019,,,NL,NL,122019Kiowa
8059,Jefferson,12,2019,1443914,4707227,,,122019Jefferson
8057,Jackson,12,2019,,,NL,NL,122019Jackson
8055,Huerfano,12,2019,,170840,NL,,122019Huerfano
8053,Hinsdale,12,2019,,,NL,NL,122019Hinsdale
8051,Gunnison,12,2019,,659584,NL,,122019Gunnison
8049,Grand,12,2019,,655035,NR,,122019Grand
8047,Gilpin,12,2019,,238682,NL,,122019Gilpin
8045,Garfield,12,2019,113011,1883752,,,122019Garfield
8043,Fremont,12,2019,,,NR,NL,122019Fremont
8039,Elbert,12,2019,,,NL,NL,122019Elbert
8041,El Paso,12,2019,8251711,,,NR,122019El Paso
8037,Eagle,12,2019,107825,1847271,,,122019Eagle
8035,Douglas,12,2019,,,NL,NL,122019Douglas
8033,Dolores,12,2019,,,NL,NL,122019Dolores
8031,Denver,12,2019,11636868,33246095,,,122019Denver
8029,Delta,12,2019,,,NR,NL,122019Delta
8027,Custer,12,2019,,,NL,NL,122019Custer
8025,Crowley,12,2019,,,NL,NR,122019Crowley
8023,Costilla,12,2019,,350369,NL,,122019Costilla
8021,Conejos,12,2019,,,NL,NR,122019Conejos
8019,Clear Creek,12,2019,,662522,NR,,122019Clear Creek
8017,Cheyenne,12,2019,,,NL,NL,122019Cheyenne
8015,Chaffee,12,2019,,,NR,NR,122019Chaffee
8014,Broomfield,12,2019,,,NL,NL,122019Broomfield
8013,Boulder,12,2019,1214853,8622927,,,122019Boulder
8011,Bent,12,2019,,,NL,NR,122019Bent
8009,Baca,12,2019,,,NL,NL,122019Baca
8007,Archuleta,12,2019,,893754,NL,,122019Archuleta
8005,Arapahoe,12,2019,875889,12359535,,,122019Arapahoe
8003,Alamosa,12,2019,,,NR,NL,122019Alamosa
8001,Adams,12,2019,708001,9632162,,,122019Adams
8125,Yuma,11,2019,,,NL,NL,112019Yuma
8123,Weld,11,2019,314633,2452994,,,112019Weld
8121,Washington,11,2019,,,NL,NL,112019Washington
8119,Teller,11,2019,,,NL,NL,112019Teller
8117,Summit,11,2019,62495,1635742,,,112019Summit
,Sum of NR Counties,11,2019,26697731,114381244,,,112019Sum of NR Counties
8115,Sedgwick,11,2019,,,NR,NR,112019Sedgwick
8113,San Miguel,11,2019,,200951,NR,,112019San Miguel
8111,San Juan,11,2019,,,NL,NR,112019San Juan
8109,Saguache,11,2019,,250049,NL,,112019Saguache
8107,Routt,11,2019,155209,850163,,,112019Routt
8105,Rio Grande,11,2019,,,NL,NL,112019Rio Grande
8103,Rio Blanco,11,2019,,,NL,NL,112019Rio Blanco
8101,Pueblo,11,2019,775300,6525541,,,112019Pueblo
8099,Prowers,11,2019,,,NL,NL,112019Prowers
8097,Pitkin,11,2019,,616732,NR,,112019Pitkin
8095,Phillips,11,2019,,,NL,NL,112019Phillips
8093,Park,11,2019,,375600,NR,,112019Park
8091,Ouray,11,2019,,,NL,NR,112019Ouray
8089,Otero,11,2019,,,NR,NR,112019Otero
8087,Morgan,11,2019,,1614277,NR,,112019Morgan
8085,Montrose,11,2019,,,NR,NR,112019Montrose
8083,Montezuma,11,2019,,1918432,NR,,112019Montezuma
8081,Moffat,11,2019,,927151,NR,,112019Moffat
8079,Mineral,11,2019,,,NL,NL,112019Mineral
8077,Mesa,11,2019,,1954432,NR,,112019Mesa
8075,Logan,11,2019,,,NL,NL,112019Logan
8073,Lincoln,11,2019,,,NL,NL,112019Lincoln
8071,Las Animas,11,2019,27877,4384901,,,112019Las Animas
8069,Larimer,11,2019,782261,8013976,,,112019Larimer
8065,Lake,11,2019,,224151,NL,,112019Lake
8067,La Plata,11,2019,,2259703,NR,,112019La Plata
8063,Kit Carson,11,2019,,,NL,NL,112019Kit Carson
8061,Kiowa,11,2019,,,NL,NL,112019Kiowa
8059,Jefferson,11,2019,1353642,4515281,,,112019Jefferson
8057,Jackson,11,2019,,,NL,NL,112019Jackson
8055,Huerfano,11,2019,,182778,NL,,112019Huerfano
8053,Hinsdale,11,2019,,,NL,NL,112019Hinsdale
8051,Gunnison,11,2019,,535869,NL,,112019Gunnison
8049,Grand,11,2019,,444042,NR,,112019Grand
8047,Gilpin,11,2019,,250692,NL,,112019Gilpin
8045,Garfield,11,2019,110705,1860390,,,112019Garfield
8043,Fremont,11,2019,,,NR,NL,112019Fremont
8039,Elbert,11,2019,,,NL,NL,112019Elbert
8041,El Paso,11,2019,7950598,,,NR,112019El Paso
8037,Eagle,11,2019,98948,1180699,,,112019Eagle
8035,Douglas,11,2019,,,NL,NL,112019Douglas
8033,Dolores,11,2019,,,NL,NL,112019Dolores
8031,Denver,11,2019,11411092,34648813,,,112019Denver
8029,Delta,11,2019,,,NR,NL,112019Delta
8027,Custer,11,2019,,,NL,NL,112019Custer
8025,Crowley,11,2019,,,NL,NR,112019Crowley
8023,Costilla,11,2019,,337001,NL,,112019Costilla
8021,Conejos,11,2019,,,NL,NR,112019Conejos
8019,Clear Creek,11,2019,,535899,NR,,112019Clear Creek
8017,Cheyenne,11,2019,,,NL,NL,112019Cheyenne
8015,Chaffee,11,2019,,,NR,NR,112019Chaffee
8014,Broomfield,11,2019,,,NL,NL,112019Broomfield
8013,Boulder,11,2019,1357101,8483233,,,112019Boulder
8011,Bent,11,2019,,,NL,NR,112019Bent
8009,Baca,11,2019,,,NL,NL,112019Baca
8007,Archuleta,11,2019,,699377,NL,,112019Archuleta
8005,Arapahoe,11,2019,811741,12396622,,,112019Arapahoe
8003,Alamosa,11,2019,,,NR,NL,112019Alamosa
8001,Adams,11,2019,685651,9451567,,,112019Adams
8125,Yuma,10,2019,,,NL,NL,102019Yuma
8123,Weld,10,2019,318300,2509429,,,102019Weld
8121,Washington,10,2019,,,NL,NL,102019Washington
8119,Teller,10,2019,,,NL,NL,102019Teller
8117,Summit,10,2019,73581,1501163,,,102019Summit
,Sum of NR Counties,10,2019,850137,4777025,,,102019Sum of NR Counties
8115,Sedgwick,10,2019,,,NR,NR,102019Sedgwick
8113,San Miguel,10,2019,,291816,NR,,102019San Miguel
8111,San Juan,10,2019,,,NL,NR,102019San Juan
8109,Saguache,10,2019,,297666,NL,,102019Saguache
8107,Routt,10,2019,159723,970928,,,102019Routt
8105,Rio Grande,10,2019,,,NL,NL,102019Rio Grande
8103,Rio Blanco,10,2019,,,NL,NL,102019Rio Blanco
8101,Pueblo,10,2019,827745,6766568,,,102019Pueblo
8099,Prowers,10,2019,,,NL,NL,102019Prowers
8097,Pitkin,10,2019,,781376,NR,,102019Pitkin
8095,Phillips,10,2019,,,NL,NL,102019Phillips
8093,Park,10,2019,,417780,NR,,102019Park
8091,Ouray,10,2019,,832739,NL,,102019Ouray
8089,Otero,10,2019,,,NR,NR,102019Otero
8087,Morgan,10,2019,,1703510,NR,,102019Morgan
8085,Montrose,10,2019,,,NR,NR,102019Montrose
8083,Montezuma,10,2019,,2193331,NR,,102019Montezuma
8081,Moffat,10,2019,,938222,NR,,102019Moffat
8079,Mineral,10,2019,,,NL,NL,102019Mineral
8077,Mesa,10,2019,,2016637,NR,,102019Mesa
8075,Logan,10,2019,,,NL,NL,102019Logan
8073,Lincoln,10,2019,,,NL,NL,102019Lincoln
8071,Las Animas,10,2019,24047,4732006,,,102019Las Animas
8069,Larimer,10,2019,832007,8323162,,,102019Larimer
8065,Lake,10,2019,,,NL,NR,102019Lake
8067,La Plata,10,2019,,2602002,NR,,102019La Plata
8063,Kit Carson,10,2019,,,NL,NL,102019Kit Carson
8061,Kiowa,10,2019,,,NL,NL,102019Kiowa
8059,Jefferson,10,2019,1324490,4884640,,,102019Jefferson
8057,Jackson,10,2019,,,NL,NL,102019Jackson
8055,Huerfano,10,2019,,246923,NL,,102019Huerfano
8053,Hinsdale,10,2019,,,NL,NL,102019Hinsdale
8051,Gunnison,10,2019,,681223,NL,,102019Gunnison
8049,Grand,10,2019,,465374,NR,,102019Grand
8047,Gilpin,10,2019,,289843,NL,,102019Gilpin
8045,Garfield,10,2019,110987,2092588,,,102019Garfield
8043,Fremont,10,2019,,,NR,NL,102019Fremont
8039,Elbert,10,2019,,,NL,NL,102019Elbert
8041,El Paso,10,2019,9021347,,,NR,102019El Paso
8037,Eagle,10,2019,97072,1207886,,,102019Eagle
8035,Douglas,10,2019,,,NL,NL,102019Douglas
8033,Dolores,10,2019,,,NL,NL,102019Dolores
8031,Denver,10,2019,12745449,36658663,,,102019Denver
8029,Delta,10,2019,,,NR,NL,102019Delta
8027,Custer,10,2019,,,NL,NL,102019Custer
8025,Crowley,10,2019,,,NL,NR,102019Crowley
8023,Costilla,10,2019,,417345,NL,,102019Costilla
8021,Conejos,10,2019,,,NL,NR,102019Conejos
8019,Clear Creek,10,2019,,616200,NR,,102019Clear Creek
8017,Cheyenne,10,2019,,,NL,NL,102019Cheyenne
8015,Chaffee,10,2019,,,NR,NR,102019Chaffee
8014,Broomfield,10,2019,,,NL,NL,102019Broomfield
8013,Boulder,10,2019,1228765,8610513,,,102019Boulder
8011,Bent,10,2019,,,NL,NR,102019Bent
8009,Baca,10,2019,,,NL,NL,102019Baca
8007,Archuleta,10,2019,,846030,NL,,102019Archuleta
8005,Arapahoe,10,2019,932864,12818898,,,102019Arapahoe
8003,Alamosa,10,2019,,,NR,NL,102019Alamosa
8001,Adams,10,2019,683146,9755113,,,102019Adams
8125,Yuma,9,2019,,,NL,NL,92019Yuma
8123,Weld,9,2019,319547,2488389,,,92019Weld
8121,Washington,9,2019,,,NL,NL,92019Washington
8119,Teller,9,2019,,,NL,NL,92019Teller
8117,Summit,9,2019,78799,1766747,,,92019Summit
8115,Sedgwick,9,2019,,,NR,NR,92019Sedgwick
8113,San Miguel,9,2019,,497397,NR,,92019San Miguel
8111,San Juan,9,2019,,,NL,NR,92019San Juan
8109,Saguache,9,2019,,328977,NL,,92019Saguache
8107,Routt,9,2019,153657,1137506,,,92019Routt
8105,Rio Grande,9,2019,,,NL,NL,92019Rio Grande
8103,Rio Blanco,9,2019,,,NL,NL,92019Rio Blanco
8101,Pueblo,9,2019,833119,7075867,,,92019Pueblo
8099,Prowers,9,2019,,,NL,NL,92019Prowers
8097,Pitkin,9,2019,,1080615,NR,,92019Pitkin
8095,Phillips,9,2019,,,NL,NL,92019Phillips
8093,Park,9,2019,,490736,NR,,92019Park
8091,Ouray,9,2019,,969806,NL,,92019Ouray
8089,Otero,9,2019,,,NR,NR,92019Otero
8087,Morgan,9,2019,,1814560,NR,,92019Morgan
8085,Montrose,9,2019,,,NR,NR,92019Montrose
8083,Montezuma,9,2019,,2236163,NR,,92019Montezuma
8081,Moffat,9,2019,,941147,NR,,92019Moffat
8079,Mineral,9,2019,,,NL,NL,92019Mineral
8077,Mesa,9,2019,,2096230,NR,,92019Mesa
8075,Logan,9,2019,,,NL,NL,92019Logan
8073,Lincoln,9,2019,,,NL,NL,92019Lincoln
8071,Las Animas,9,2019,26096,5283914,,,92019Las Animas
8069,Larimer,9,2019,797466,8330812,,,92019Larimer
8065,Lake,9,2019,,339220,NL,,92019Lake
8067,La Plata,9,2019,,2703739,NR,,92019La Plata
8063,Kit Carson,9,2019,,,NL,NL,92019Kit Carson
8061,Kiowa,9,2019,,,NL,NL,92019Kiowa
8059,Jefferson,9,2019,1314993,4895351,,,92019Jefferson
8057,Jackson,9,2019,,,NL,NL,92019Jackson
8055,Huerfano,9,2019,,296572,NL,,92019Huerfano
8053,Hinsdale,9,2019,,,NL,NL,92019Hinsdale
8051,Gunnison,9,2019,,856666,NL,,92019Gunnison
8049,Grand,9,2019,,615627,NR,,92019Grand
8047,Gilpin,9,2019,,237204,NL,,92019Gilpin
8045,Garfield,9,2019,105595,2248930,,,92019Garfield
8043,Fremont,9,2019,168380,,,NL,92019Fremont
8039,Elbert,9,2019,,,NL,NL,92019Elbert
8041,El Paso,9,2019,8842307,,,NR,92019El Paso
8037,Eagle,9,2019,96109,1393391,,,92019Eagle
8035,Douglas,9,2019,,,NL,NL,92019Douglas
8033,Dolores,9,2019,,,NL,NL,92019Dolores
8031,Denver,9,2019,12356485,37916128,,,92019Denver
8029,Delta,9,2019,,,NR,NL,92019Delta
8027,Custer,9,2019,,,NL,NL,92019Custer
8025,Crowley,9,2019,,,NL,NR,92019Crowley
8023,Costilla,9,2019,,481640,NL,,92019Costilla
8021,Conejos,9,2019,,,NL,NR,92019Conejos
8019,Clear Creek,9,2019,11791,718321,,,92019Clear Creek
8017,Cheyenne,9,2019,,,NL,NL,92019Cheyenne
8015,Chaffee,9,2019,,,NR,NR,92019Chaffee
8014,Broomfield,9,2019,,,NL,NL,92019Broomfield
8013,Boulder,9,2019,1165078,9284700,,,92019Boulder
8011,Bent,9,2019,,,NL,NL,92019Bent
8009,Baca,9,2019,,,NL,NL,92019Baca
8007,Archuleta,9,2019,,1014873,NL,,92019Archuleta
8005,Arapahoe,9,2019,866332,12830887,,,92019Arapahoe
8003,Alamosa,9,2019,,,NR,NL,92019Alamosa
8001,Adams,9,2019,731170,9752924,,,92019Adams
8125,Yuma,8,2019,,,NL,NL,82019Yuma
8123,Weld,8,2019,351554,2481294,,,82019Weld
8121,Washington,8,2019,,,NL,NL,82019Washington
8119,Teller,8,2019,,,NL,NL,82019Teller
8117,Summit,8,2019,75201,2185290,,,82019Summit
8115,Sedgwick,8,2019,,,NR,NR,82019Sedgwick
8113,San Miguel,8,2019,,533833,NR,,82019San Miguel
8111,San Juan,8,2019,,121885,NL,,82019San Juan
8109,Saguache,8,2019,,371636,NL,,82019Saguache
8107,Routt,8,2019,152079,1180583,,,82019Routt
8105,Rio Grande,8,2019,,,NL,NL,82019Rio Grande
8103,Rio Blanco,8,2019,,,NL,NL,82019Rio Blanco
8101,Pueblo,8,2019,908369,8022564,,,82019Pueblo
8099,Prowers,8,2019,,,NL,NL,82019Prowers
8097,Pitkin,8,2019,,1444148,NR,,82019Pitkin
8095,Phillips,8,2019,,,NL,NL,82019Phillips
8093,Park,8,2019,,515847,NR,,82019Park
8091,Ouray,8,2019,,974730,NL,,82019Ouray
8089,Otero,8,2019,,,NR,NR,82019Otero
8087,Morgan,8,2019,,1952180,NR,,82019Morgan
8085,Montrose,8,2019,,,NR,NR,82019Montrose
8083,Montezuma,8,2019,,2379204,NR,,82019Montezuma
8081,Moffat,8,2019,,954918,NR,,82019Moffat
8079,Mineral,8,2019,,,NL,NL,82019Mineral
8077,Mesa,8,2019,,2099263,NR,,82019Mesa
8075,Logan,8,2019,,,NL,NL,82019Logan
8073,Lincoln,8,2019,,,NL,NL,82019Lincoln
8071,Las Animas,8,2019,55576,6596831,,,82019Las Animas
8069,Larimer,8,2019,830557,8922915,,,82019Larimer
8065,Lake,8,2019,,,NL,NR,82019Lake
8067,La Plata,8,2019,,2952663,NR,,82019La Plata
8063,Kit Carson,8,2019,,,NL,NL,82019Kit Carson
8061,Kiowa,8,2019,,,NL,NL,82019Kiowa
8059,Jefferson,8,2019,1538794,5509978,,,82019Jefferson
8057,Jackson,8,2019,,,NL,NL,82019Jackson
8055,Huerfano,8,2019,,335825,NL,,82019Huerfano
8053,Hinsdale,8,2019,,,NL,NL,82019Hinsdale
8051,Gunnison,8,2019,,999651,NL,,82019Gunnison
8049,Grand,8,2019,,706335,NR,,82019Grand
8047,Gilpin,8,2019,,257280,NL,,82019Gilpin
8045,Garfield,8,2019,106647,2482081,,,82019Garfield
8043,Fremont,8,2019,,,NR,NL,82019Fremont
8039,Elbert,8,2019,,,NL,NL,82019Elbert
8041,El Paso,8,2019,10095380,,,NR,82019El Paso
8037,Eagle,8,2019,110662,1704479,,,82019Eagle
8035,Douglas,8,2019,,,NL,NL,82019Douglas
8033,Dolores,8,2019,,,NL,NL,82019Dolores
8031,Denver,8,2019,13211048,43018205,,,82019Denver
8029,Delta,8,2019,,,NR,NL,82019Delta
8027,Custer,8,2019,,,NL,NL,82019Custer
8025,Crowley,8,2019,,,NL,NR,82019Crowley
8023,Costilla,8,2019,,533246,NL,,82019Costilla
8021,Conejos,8,2019,,,NL,NR,82019Conejos
8019,Clear Creek,8,2019,,838619,NR,,82019Clear Creek
8017,Cheyenne,8,2019,,,NL,NL,82019Cheyenne
8015,Chaffee,8,2019,,746184,NR,,82019Chaffee
8014,Broomfield,8,2019,,,NL,NL,82019Broomfield
8013,Boulder,8,2019,1198666,10131205,,,82019Boulder
8011,Bent,8,2019,,,NL,NL,82019Bent
8009,Baca,8,2019,,,NL,NL,82019Baca
8007,Archuleta,8,2019,,1146192,NL,,82019Archuleta
8005,Arapahoe,8,2019,940341,14224608,,,82019Arapahoe
8003,Alamosa,8,2019,,,NR,NL,82019Alamosa
8001,Adams,8,2019,826903,10611452,,,82019Adams
8125,Yuma,7,2019,,,NL,NL,72019Yuma
8123,Weld,7,2019,315974,2253999,,,72019Weld
8121,Washington,7,2019,,,NL,NL,72019Washington
8119,Teller,7,2019,,,NL,NL,72019Teller
8117,Summit,7,2019,,2321296,NR,,72019Summit
,Sum of NR Counties,7,2019,731373,5026754,,,72019Sum of NR Counties
8115,Sedgwick,7,2019,,,NR,NR,72019Sedgwick
8113,San Miguel,7,2019,,598904,NR,,72019San Miguel
8111,San Juan,7,2019,,,NL,NR,72019San Juan
8109,Saguache,7,2019,,338997,NL,,72019Saguache
8107,Routt,7,2019,138343,1172448,,,72019Routt
8105,Rio Grande,7,2019,,,NL,NL,72019Rio Grande
8103,Rio Blanco,7,2019,,,NL,NL,72019Rio Blanco
8101,Pueblo,7,2019,887221,7718630,,,72019Pueblo
8099,Prowers,7,2019,,,NL,NL,72019Prowers
8097,Pitkin,7,2019,,1424271,NR,,72019Pitkin
8095,Phillips,7,2019,,,NL,NL,72019Phillips
8093,Park,7,2019,,545077,NR,,72019Park
8091,Ouray,7,2019,,915949,NL,,72019Ouray
8089,Otero,7,2019,,,NR,NR,72019Otero
8087,Morgan,7,2019,,1661346,NR,,72019Morgan
8085,Montrose,7,2019,,,NR,NR,72019Montrose
8083,Montezuma,7,2019,39297,2268925,,,72019Montezuma
8081,Moffat,7,2019,,845115,NR,,72019Moffat
8079,Mineral,7,2019,,,NL,NL,72019Mineral
8077,Mesa,7,2019,,1986339,NR,,72019Mesa
8075,Logan,7,2019,,,NL,NL,72019Logan
8073,Lincoln,7,2019,,,NL,NL,72019Lincoln
8071,Las Animas,7,2019,39874,5983076,,,72019Las Animas
8069,Larimer,7,2019,788774,8367530,,,72019Larimer
8065,Lake,7,2019,,368841,NL,,72019Lake
8067,La Plata,7,2019,,2844294,NR,,72019La Plata
8063,Kit Carson,7,2019,,,NL,NL,72019Kit Carson
8061,Kiowa,7,2019,,,NL,NL,72019Kiowa
8059,Jefferson,7,2019,1405637,5198994,,,72019Jefferson
8057,Jackson,7,2019,,,NL,NL,72019Jackson
8055,Huerfano,7,2019,,338563,NL,,72019Huerfano
8053,Hinsdale,7,2019,,,NL,NL,72019Hinsdale
8051,Gunnison,7,2019,,1029159,NL,,72019Gunnison
8049,Grand,7,2019,,764812,NR,,72019Grand
8047,Gilpin,7,2019,,,NL,NR,72019Gilpin
8045,Garfield,7,2019,110091,2346451,,,72019Garfield
8043,Fremont,7,2019,165281,,,NL,72019Fremont
8039,Elbert,7,2019,,,NL,NL,72019Elbert
8041,El Paso,7,2019,9792834,,,NR,72019El Paso
8037,Eagle,7,2019,104621,1713739,,,72019Eagle
8035,Douglas,7,2019,,,NL,NL,72019Douglas
8033,Dolores,7,2019,,,NL,NL,72019Dolores
8031,Denver,7,2019,13134715,41013102,,,72019Denver
8029,Delta,7,2019,,,NL,NL,72019Delta
8027,Custer,7,2019,,,NL,NL,72019Custer
8025,Crowley,7,2019,,,NL,NL,72019Crowley
8023,Costilla,7,2019,,521095,NL,,72019Costilla
8021,Conejos,7,2019,,,NL,NR,72019Conejos
8019,Clear Creek,7,2019,,844933,NR,,72019Clear Creek
8017,Cheyenne,7,2019,,,NL,NL,72019Cheyenne
8015,Chaffee,7,2019,,779946,NR,,72019Chaffee
8014,Broomfield,7,2019,,,NL,NL,72019Broomfield
8013,Boulder,7,2019,1160910,10013202,,,72019Boulder
8011,Bent,7,2019,,,NL,NL,72019Bent
8009,Baca,7,2019,,,NL,NL,72019Baca
8007,Archuleta,7,2019,,1206281,NL,,72019Archuleta
8005,Arapahoe,7,2019,861782,13602987,,,72019Arapahoe
8003,Alamosa,7,2019,,,NR,NL,72019Alamosa
8001,Adams,7,2019,713244,9889690,,,72019Adams
8125,Yuma,6,2019,,,NL,NL,62019Yuma
8123,Weld,6,2019,311967,2352064,,,62019Weld
8121,Washington,6,2019,,,NL,NL,62019Washington
8119,Teller,6,2019,,,NL,NL,62019Teller
8117,Summit,6,2019,74340,1736484,,,62019Summit
,Sum of NR Counties,6,2019,791130,4658836,,,62019Sum of NR Counties
8115,Sedgwick,6,2019,,,NR,NR,62019Sedgwick
8113,San Miguel,6,2019,,469822,NR,,62019San Miguel
8111,San Juan,6,2019,,,NL,NR,62019San Juan
8109,Saguache,6,2019,,286055,NL,,62019Saguache
8107,Routt,6,2019,142624,948687,,,62019Routt
8105,Rio Grande,6,2019,,,NL,NL,62019Rio Grande
8103,Rio Blanco,6,2019,,,NL,NL,62019Rio Blanco
8101,Pueblo,6,2019,677697,6887823,,,62019Pueblo
8099,Prowers,6,2019,,,NL,NL,62019Prowers
8097,Pitkin,6,2019,,996927,NR,,62019Pitkin
8095,Phillips,6,2019,,,NL,NL,62019Phillips
8093,Park,6,2019,,455450,NR,,62019Park
8091,Ouray,6,2019,,,NL,NR,62019Ouray
8089,Otero,6,2019,,,NR,NR,62019Otero
8087,Morgan,6,2019,,1447340,NR,,62019Morgan
8085,Montrose,6,2019,,,NR,NR,62019Montrose
8083,Montezuma,6,2019,,1901689,NR,,62019Montezuma
8081,Moffat,6,2019,,795081,NR,,62019Moffat
8079,Mineral,6,2019,,,NL,NL,62019Mineral
8077,Mesa,6,2019,,1925607,NR,,62019Mesa
8075,Logan,6,2019,,,NL,NL,62019Logan
8073,Lincoln,6,2019,,,NL,NL,62019Lincoln
8071,Las Animas,6,2019,38607,5314210,,,62019Las Animas
8069,Larimer,6,2019,1336184,7642805,,,62019Larimer
8065,Lake,6,2019,,277973,NL,,62019Lake
8067,La Plata,6,2019,,2974674,NR,,62019La Plata
8063,Kit Carson,6,2019,,,NL,NL,62019Kit Carson
8061,Kiowa,6,2019,,,NL,NL,62019Kiowa
8059,Jefferson,6,2019,1284543,4823369,,,62019Jefferson
8057,Jackson,6,2019,,,NL,NL,62019Jackson
8055,Huerfano,6,2019,,212900,NL,,62019Huerfano
8053,Hinsdale,6,2019,,,NL,NL,62019Hinsdale
8051,Gunnison,6,2019,,709385,NL,,62019Gunnison
8049,Grand,6,2019,,549428,NR,,62019Grand
8047,Gilpin,6,2019,,281427,NL,,62019Gilpin
8045,Garfield,6,2019,122326,2164755,,,62019Garfield
8043,Fremont,6,2019,,,NR,NL,62019Fremont
8039,Elbert,6,2019,,,NL,NL,62019Elbert
8041,El Paso,6,2019,9578226,,,NR,62019El Paso
8037,Eagle,6,2019,89204,1317333,,,62019Eagle
8035,Douglas,6,2019,,,NL,NL,62019Douglas
8033,Dolores,6,2019,,,NL,NL,62019Dolores
8031,Denver,6,2019,12684305,38530815,,,62019Denver
8029,Delta,6,2019,,,NL,NL,62019Delta
8027,Custer,6,2019,,,NL,NL,62019Custer
8025,Crowley,6,2019,,,NL,NR,62019Crowley
8023,Costilla,6,2019,,447991,NL,,62019Costilla
8021,Conejos,6,2019,,,NL,NR,62019Conejos
8019,Clear Creek,6,2019,,669502,NR,,62019Clear Creek
8017,Cheyenne,6,2019,,,NL,NL,62019Cheyenne
8015,Chaffee,6,2019,,629447,NR,,62019Chaffee
8014,Broomfield,6,2019,,,NL,NL,62019Broomfield
8013,Boulder,6,2019,1036137,8880820,,,62019Boulder
8011,Bent,6,2019,,,NL,NL,62019Bent
8009,Baca,6,2019,,,NL,NL,62019Baca
8007,Archuleta,6,2019,,958126,NL,,62019Archuleta
8005,Arapahoe,6,2019,787756,12303288,,,62019Arapahoe
8003,Alamosa,6,2019,,,NR,NL,62019Alamosa
8001,Adams,6,2019,698316,8822616,,,62019Adams
8125,Yuma,5,2019,,,NL,NL,52019Yuma
8123,Weld,5,2019,313835,2310239,,,52019Weld
8121,Washington,5,2019,,,NL,NL,52019Washington
8119,Teller,5,2019,,,NL,NL,52019Teller
8117,Summit,5,2019,82717,1356620,,,52019Summit
,Sum of NR Counties,5,2019,823838,4362599,,,52019Sum of NR Counties
8115,Sedgwick,5,2019,,,NR,NR,52019Sedgwick
8113,San Miguel,5,2019,,227610,NR,,52019San Miguel
8111,San Juan,5,2019,,,NL,NR,52019San Juan
8109,Saguache,5,2019,,256967,NL,,52019Saguache
8107,Routt,5,2019,137484,771517,,,52019Routt
8105,Rio Grande,5,2019,,,NL,NL,52019Rio Grande
8103,Rio Blanco,5,2019,,,NL,NL,52019Rio Blanco
8101,Pueblo,5,2019,777080,6412447,,,52019Pueblo
8099,Prowers,5,2019,,,NL,NL,52019Prowers
8097,Pitkin,5,2019,55475,576807,,,52019Pitkin
8095,Phillips,5,2019,,,NL,NL,52019Phillips
8093,Park,5,2019,,377648,NR,,52019Park
8091,Ouray,5,2019,,,NL,NR,52019Ouray
8089,Otero,5,2019,,,NR,NR,52019Otero
8087,Morgan,5,2019,,1279570,NR,,52019Morgan
8085,Montrose,5,2019,,,NR,NL,52019Montrose
8083,Montezuma,5,2019,,1762895,NR,,52019Montezuma
8081,Moffat,5,2019,,728850,NR,,52019Moffat
8079,Mineral,5,2019,,,NL,NL,52019Mineral
8077,Mesa,5,2019,,1878469,NR,,52019Mesa
8075,Logan,5,2019,,,NL,NL,52019Logan
8073,Lincoln,5,2019,,,NL,NL,52019Lincoln
8071,Las Animas,5,2019,64389,4197971,,,52019Las Animas
