CAGDP2 Gross domestic product (GDP) by county and metropolitan area 1/,,,,,,,,,,,,
(Thousands of current dollars) ,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,
County,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2010,2011,2012,2013,2014,2015,2016,2017,2018
6009,"Calaveras, CA",83,Government and government enterprises,191584,192548,197004,207960,213783,230585,260165,265598,277512
6009,"Calaveras, CA",,Addenda:,,,,,,,,,
6009,"Calaveras, CA",87,Natural resources and mining,8127,9871,23441,20887,27184,23167,15633,23350,21448
6009,"Calaveras, CA",88,Trade,74031,78545,77037,80433,83438,92619,99910,102973,109081
6009,"Calaveras, CA",89,Transportation and utilities,103885,143954,69983,59975,57812,56240,105187,174331,90192
6009,"Calaveras, CA",90,Manufacturing and information,39507,38180,38916,39754,40570,47057,50275,49856,56172
6009,"Calaveras, CA",91,Private goods-producing industries 2/,152402,137417,136918,126793,132805,134335,130483,152033,167114
6009,"Calaveras, CA",92,Private services-providing industries 3/,859565,908868,826608,859029,911547,979889,1089895,1204633,1197824
6011,"Colusa, CA",1,All industry total,1266045,1427494,1319249,1634794,1432105,1710825,1556676,1487941,1721047
6011,"Colusa, CA",2,  Private industries,1124391,1280629,1170596,1477318,1267911,1539642,1376197,1301793,1529833
6011,"Colusa, CA",3,"    Agriculture, forestry, fishing and hunting",447330,405660,232945,499024,239367,332461,254587,212105,273801
6011,"Colusa, CA",6,"    Mining, quarrying, and oil and gas extraction",35715,38441,26802,37040,33310,12306,10242,28063,69018
6011,"Colusa, CA",10,    Utilities,30396,239592,310929,303542,308609,439308,371327,304293,349399
6011,"Colusa, CA",11,    Construction,69542,20370,26283,21023,15603,15606,17325,19092,21251
6011,"Colusa, CA",12,    Manufacturing,78380,79345,87824,96133,121478,143172,128294,132527,135192
6011,"Colusa, CA",13,      Durable goods manufacturing,2369,2320,2195,2517,2635,3402,3468,7705,11590
6011,"Colusa, CA",25,      Nondurable goods manufacturing,76011,77025,85629,93615,118843,139770,124826,124822,123602
6011,"Colusa, CA",34,    Wholesale trade,81379,101036,108344,121906,123600,141702,124679,132095,139307
6011,"Colusa, CA",35,    Retail trade,44259,43170,37769,39245,39594,43531,54844,57892,62619
6011,"Colusa, CA",36,    Transportation and warehousing,(D),21116,16997,19475,21633,18200,17931,19834,19581
6011,"Colusa, CA",45,    Information,(D),3728,4219,4517,3555,3296,3051,3510,3599
6011,"Colusa, CA",50,"    Finance, insurance, real estate, rental, and leasing",168444,177191,166681,173551,197097,218203,222396,227017,263280
6011,"Colusa, CA",51,      Finance and insurance,19853,20290,18714,18777,25111,29062,20866,15329,41314
6011,"Colusa, CA",56,      Real estate and rental and leasing,148590,156901,147967,154773,171986,189140,201530,211688,221967
6011,"Colusa, CA",59,    Professional and business services,81567,89160,90842,99245,98764,100191,106725,109076,123998
6011,"Colusa, CA",60,"      Professional, scientific, and technical services",8016,9187,8576,7239,8689,8819,9398,9926,10888
6011,"Colusa, CA",64,      Management of companies and enterprises,63067,66206,70456,80491,81410,83069,87614,89605,104142
6011,"Colusa, CA",65,      Administrative and support and waste management and remediation services,10485,13767,11810,11515,8665,8303,9713,9545,8968
6011,"Colusa, CA",68,"    Educational services, health care, and social assistance",26664,27460,26480,26995,28646,31811,21559,12881,22682
6011,"Colusa, CA",69,      Educational services,(D),(D),(D),(D),(D),(D),(D),(D),(D)
6011,"Colusa, CA",70,      Health care and social assistance,(D),(D),(D),(D),(D),(D),(D),(D),(D)
6011,"Colusa, CA",75,"    Arts, entertainment, recreation, accommodation, and food services",19913,19776,20330,22055,22761,24427,27557,27802,29522
6011,"Colusa, CA",76,"      Arts, entertainment, and recreation",1171,1072,1029,1064,1242,1420,1554,1498,1574
6011,"Colusa, CA",79,      Accommodation and food services,18742,18704,19302,20991,21518,23007,26003,26304,27948
6011,"Colusa, CA",82,    Other services (except government and government enterprises),15529,14586,14151,13568,13894,15429,15679,15606,16582
6011,"Colusa, CA",83,Government and government enterprises,141654,146865,148652,157476,164194,171183,180478,186148,191214
6011,"Colusa, CA",,Addenda:,,,,,,,,,
6011,"Colusa, CA",87,Natural resources and mining,483045,444101,259747,536064,272676,344767,264829,240168,342820
6011,"Colusa, CA",88,Trade,125638,144206,146113,161152,163194,185232,179523,189987,201926
6011,"Colusa, CA",89,Transportation and utilities,(D),260707,327926,323017,330242,457508,389259,324127,368979
6011,"Colusa, CA",90,Manufacturing and information,(D),83073,92043,100649,125033,146468,131344,136037,138791
6011,"Colusa, CA",91,Private goods-producing industries 2/,630968,543815,373855,653219,409757,503545,410448,391788,499263
6011,"Colusa, CA",92,Private services-providing industries 3/,493423,736814,796741,824099,858154,1036097,965749,910005,1030570
